Date,Open,High,Low,Close,Adj Close,Volume
2023-07-19,980.000000,980.000000,967.549988,973.450012,957.585815,15994261
2023-07-20,976.049988,998.150024,972.099976,995.599976,979.374817,26487838
2023-07-21,995.299988,1001.450012,988.799988,997.000000,980.752014,16903003
2023-07-24,1004.950012,1008.700012,990.099976,992.000000,975.833496,21687719
2023-07-25,999.000000,999.000000,988.250000,994.700012,978.489502,29325327
2023-07-26,993.099976,997.750000,990.000000,996.450012,980.210999,12780537
2023-07-27,1002.549988,1006.500000,987.200012,990.250000,974.112061,25932395
2023-07-28,988.000000,998.700012,977.049988,996.200012,979.965088,12584130
2023-07-31,996.000000,999.400024,988.599976,998.299988,982.030884,14303116
2023-08-01,1001.650024,1003.700012,990.450012,994.549988,978.341919,15508569
2023-08-02,985.250000,994.099976,977.500000,986.950012,970.865784,15787996
2023-08-03,976.549988,983.000000,960.049988,965.000000,949.273499,30994707
2023-08-04,968.650024,976.000000,961.250000,970.500000,954.683899,20582882
2023-08-07,970.950012,981.500000,968.200012,975.650024,959.750000,16686062
2023-08-08,975.750000,986.599976,972.299988,979.900024,971.900024,23784778
2023-08-09,974.950012,975.299988,963.599976,972.700012,972.700012,19317331
2023-08-10,971.549988,973.650024,959.450012,964.099976,964.099976,24858441
2023-08-11,963.400024,963.500000,950.000000,952.849976,952.849976,17162177
2023-08-14,949.000000,962.900024,946.000000,959.549988,959.549988,19026691
2023-08-16,954.450012,959.799988,946.599976,956.500000,956.500000,17930805
2023-08-17,956.950012,957.799988,946.450012,951.650024,951.650024,27077611
2023-08-18,947.900024,955.000000,946.000000,950.650024,950.650024,13257508
2023-08-21,950.700012,959.299988,948.400024,955.200012,955.200012,13358017
2023-08-22,956.400024,956.950012,949.299988,952.000000,952.000000,16872719
2023-08-23,954.000000,968.049988,949.849976,966.849976,966.849976,14707331
2023-08-24,972.500000,982.400024,966.750000,968.950012,968.950012,28389740
2023-08-25,962.950012,972.599976,960.200012,970.400024,970.400024,10275758
2023-08-28,969.950012,975.000000,965.049988,970.549988,970.549988,10481574
2023-08-29,973.299988,977.250000,965.650024,967.750000,967.750000,13209913
2023-08-30,970.450012,975.900024,955.400024,958.900024,958.900024,13936165
2023-08-31,960.000000,966.200012,954.049988,958.750000,958.750000,36675400
2023-09-01,956.900024,973.049988,952.799988,968.700012,968.700012,16268147
2023-09-04,968.700012,969.049988,960.549988,967.349976,967.349976,9512956
2023-09-05,964.099976,970.000000,962.250000,968.400024,968.400024,16623486
2023-09-06,962.549988,969.500000,950.799988,957.500000,957.500000,30802100
2023-09-07,957.400024,969.500000,954.700012,965.650024,965.650024,13462347
2023-09-08,967.500000,975.000000,961.250000,970.549988,970.549988,13086915
2023-09-11,974.950012,982.000000,969.349976,978.250000,978.250000,7894110
2023-09-12,990.099976,995.150024,982.650024,990.500000,990.500000,20959591
2023-09-13,989.799988,994.849976,980.549988,989.799988,989.799988,21997553
2023-09-14,992.299988,992.900024,982.250000,987.700012,987.700012,11464188
2023-09-15,990.349976,997.500000,988.599976,992.450012,992.450012,13307980
2023-09-18,990.099976,996.250000,987.299988,990.200012,990.200012,16713222
2023-09-20,981.549988,996.000000,980.650024,987.150024,987.150024,25741856
2023-09-21,979.950012,982.500000,957.450012,959.299988,959.299988,19742813
2023-09-22,956.500000,960.900024,947.400024,950.299988,950.299988,12701888
2023-09-25,950.299988,961.200012,941.500000,956.349976,956.349976,8997098
2023-09-26,958.950012,958.950012,947.099976,948.700012,948.700012,10521409
2023-09-27,946.299988,946.500000,934.400024,943.099976,943.099976,15152973
2023-09-28,945.500000,947.250000,934.750000,942.599976,942.599976,25991282
2023-09-29,946.700012,956.000000,943.700012,951.900024,951.900024,10447334
2023-10-03,951.599976,951.599976,939.000000,940.299988,940.299988,11131636
2023-10-04,935.000000,935.500000,925.000000,930.049988,930.049988,17334739
2023-10-05,935.200012,943.950012,934.549988,940.849976,940.849976,10478856
2023-10-06,946.000000,946.549988,938.000000,945.200012,945.200012,6355755
2023-10-09,940.250000,942.049988,936.299988,938.599976,938.599976,6725306
2023-10-10,940.400024,957.500000,940.349976,951.200012,951.200012,11452715
2023-10-11,954.900024,962.049988,950.750000,953.099976,953.099976,12233117
2023-10-12,952.849976,960.099976,948.400024,954.250000,954.250000,7836818
2023-10-13,949.950012,957.400024,944.549988,951.299988,951.299988,6650442
2023-10-16,948.500000,954.849976,946.150024,951.400024,951.400024,5763024
2023-10-17,955.400024,960.950012,951.500000,953.900024,953.900024,7747527
2023-10-18,949.200012,950.650024,939.099976,943.750000,943.750000,12000153
